Company ID,Company,Is Publisher,Statement ID,URL,Override URL,Companies House Number,Industry,HQ,Is Also Covered,UK Modern Slavery Act,California Transparency in Supply Chains Act,Australia Modern Slavery Act,Period Covered
28400,Camira Group Inc,false,34843,https://www.camirafabrics.com/getmedia/3bab429e-6a17-4381-852f-b48290ec39fc/POL-SPURC-001-R3_Modern-Slavery-Statement_UK,,,"Textiles, Apparel & Luxury Goods",United States,true,true,true,false,2018
28401,Camira Group Pty Ltd,false,34843,https://www.camirafabrics.com/getmedia/3bab429e-6a17-4381-852f-b48290ec39fc/POL-SPURC-001-R3_Modern-Slavery-Statement_UK,,,"Textiles, Apparel & Luxury Goods",Australia,true,true,true,false,2018
28394,Camira Transport Fabrics Limited,false,34843,https://www.camirafabrics.com/getmedia/3bab429e-6a17-4381-852f-b48290ec39fc/POL-SPURC-001-R3_Modern-Slavery-Statement_UK,,,"Textiles, Apparel & Luxury Goods",United Kingdom,true,true,true,false,2018
28395,Camira Yarns Limited,false,34843,https://www.camirafabrics.com/getmedia/3bab429e-6a17-4381-852f-b48290ec39fc/POL-SPURC-001-R3_Modern-Slavery-Statement_UK,,,"Textiles, Apparel & Luxury Goods",United Kingdom,true,true,true,false,2018
28396,Holmfirth Dyers Limited,false,34843,https://www.camirafabrics.com/getmedia/3bab429e-6a17-4381-852f-b48290ec39fc/POL-SPURC-001-R3_Modern-Slavery-Statement_UK,,,"Textiles, Apparel & Luxury Goods",United Kingdom,true,true,true,false,2018
31962,"Luna Textiles, Inc",false,34843,https://www.camirafabrics.com/getmedia/3bab429e-6a17-4381-852f-b48290ec39fc/POL-SPURC-001-R3_Modern-Slavery-Statement_UK,,"","Textiles, Apparel & Luxury Goods",United States,true,true,true,false,2018
28398,UAB Camira Fabrics,false,34843,https://www.camirafabrics.com/getmedia/3bab429e-6a17-4381-852f-b48290ec39fc/POL-SPURC-001-R3_Modern-Slavery-Statement_UK,,,"Textiles, Apparel & Luxury Goods",Lithuania,true,true,true,false,2018
7144,Camira Group Holdings Limited,true,30765,https://www.camirafabrics.com/help/modern-slavery-statement,,09512739,"Textiles, Apparel & Luxury Goods",United Kingdom,false,true,false,false,2017
7144,Camira Group Holdings Limited,true,8972,https://www.camirafabrics.com/sites/default/files/document-library/Modern%20Slavery%20Act.pdf,,09512739,"Textiles, Apparel & Luxury Goods",United Kingdom,false,true,false,false,2015
7191,Charles Tyrwhitt Limited,true,33827,https://www.ctshirts.com/uk/modern-slavery-statement/,,,"Textiles, Apparel & Luxury Goods",United Kingdom,false,true,false,false,2019
7191,Charles Tyrwhitt Limited,true,33826,https://www.ctshirts.com/uk/modern-slavery-statement/,,,"Textiles, Apparel & Luxury Goods",United Kingdom,false,true,false,false,2018
7191,Charles Tyrwhitt Limited,true,27394,https://www.ctshirts.com/uk/modern-slavery-statement/,,,"Textiles, Apparel & Luxury Goods",United Kingdom,false,true,false,false,2017
24522,CHARLES TYRWHITT SHIRTS LIMITED,false,27394,https://www.ctshirts.com/uk/modern-slavery-statement/,,02914928,Industry unknown,Country unknown,true,true,false,false,2017
7191,Charles Tyrwhitt Limited,true,9019,https://www.ctshirts.com/uk/modern-slavery-statement/,,,"Textiles, Apparel & Luxury Goods",United Kingdom,false,true,false,false,2016
7221,Coach Inc.,true,26672,https://www.tapestry.com/california-transparency-act-uk-modern-slavery-act-statement/,,,"Textiles, Apparel & Luxury Goods",United States,false,true,true,false,2016-2017
7222,Coats Group plc,true,27822,https://www.coats.com/-/media/Coats/Files/policies-and-downloads/coats_modern_slavery_statement_2018.pdf?la=en,,00103548,"Textiles, Apparel & Luxury Goods",United Kingdom,false,true,true,false,2017
7222,Coats Group plc,true,9050,http://www.coats.com/assets/files/cms/Statement_of_transparency_in_supply_chains.pdf,,00103548,"Textiles, Apparel & Luxury Goods",United Kingdom,false,true,false,false,2016
7443,Fred Perry Ltd,true,9271,https://d1yk18ot3qjyqd.cloudfront.net/skin/frontend/fredperry-rwd/default/pdf/FP_statement_modern_slavery_statement.pdf,,03114528,"Textiles, Apparel & Luxury Goods",United Kingdom,false,true,false,false,2015-2016
7484,"Glen Raven, Inc.",true,30265,https://www.glenraven.com/en_us/california-transparency-act,,,"Textiles, Apparel & Luxury Goods",United States,false,false,true,false,2016
7484,"Glen Raven, Inc.",true,9312,https://www.glenraven.com/en_us/uk-modern-slavery-act,,,"Textiles, Apparel & Luxury Goods",United States,false,true,false,false,2016
7515,Hackett Limited,true,9343,https://www.hackett.com/gb/legal-cookies?uk-modern-slavery-act/,,01872280,"Textiles, Apparel & Luxury Goods",United Kingdom,false,true,false,false,2015-2016
7692,Kering SA,true,35224,https://keringcorporate.dam.kering.com/m/484b58e0c28554dc/original/Kering-statement-on-modern-slavery-1.pdf,,,"Textiles, Apparel & Luxury Goods",France,false,true,true,false,2018-2019
28842,Bottega Veneta SA,false,35224,https://keringcorporate.dam.kering.com/m/484b58e0c28554dc/original/Kering-statement-on-modern-slavery-1.pdf,,,"Textiles, Apparel & Luxury Goods",Switzerland,true,true,true,false,2018-2019
28841,Gucci,false,35224,https://keringcorporate.dam.kering.com/m/484b58e0c28554dc/original/Kering-statement-on-modern-slavery-1.pdf,,,"Textiles, Apparel & Luxury Goods",Italy,true,true,true,false,2018-2019
7692,Kering SA,true,35130,https://keringcorporate.dam.kering.com/m/0d2bf253492a3bbe/original/Kering-statement-on-Modern-Slavery.pdf,,,"Textiles, Apparel & Luxury Goods",France,false,true,true,false,2017-2018
7692,Kering SA,true,9520,http://www.kering.com/sites/default/files/document/modern_slavery.pdf,,,"Textiles, Apparel & Luxury Goods",France,false,true,true,false,2015-2016
23006,Alexander McQueen Trading Limited,false,9520,http://www.kering.com/sites/default/files/document/modern_slavery.pdf,,,Industry unknown,Country unknown,true,true,true,false,2015-2016
23007,AUTUMNPAPER LIMITED,false,9520,http://www.kering.com/sites/default/files/document/modern_slavery.pdf,,,Industry unknown,Country unknown,true,true,true,false,2015-2016
7809,Meltemi Ltd,true,13034,https://www.meltemi.co.uk/Images/PDF/Policies/ModernSlaveryPolicy.pdf,,00980612,"Textiles, Apparel & Luxury Goods",United Kingdom,false,true,false,false,2016-2017
7809,Meltemi Ltd,true,9637,https://www.meltemi.co.uk/Images/PDF/Policies/ModernSlaveryPolicy.pdf,,00980612,"Textiles, Apparel & Luxury Goods",United Kingdom,false,true,false,false,2015-2016
7824,Michael Kors (UK) Ltd,true,30360,https://s2.q4cdn.com/702269136/files/doc_downloads/2018/Supply-Chain-Disclosure-2018-(Signed).pdf,,06481234,"Textiles, Apparel & Luxury Goods",United Kingdom,false,true,true,false,2017-2018
7838,Mirza UK Ltd,true,9666,http://www.mirzauk.com/modern-slavery-act/,,02802325,"Textiles, Apparel & Luxury Goods",United Kingdom,false,true,false,false,2015-2016
7872,Mulberry Group Plc,true,9700,https://www.mulberry.com/medias/Mulberry-Modern-Slavery-Act-V3.pdf?context=bWFzdGVyfHJvb3R8NjQ3Mzh8YXBwbGljYXRpb24vcGRmfGgyZC9oZTEvODgxODc3MTUyNTY2Mi5wZGZ8YWNkMzYxMTg5NmViYjk0M2Y5NzEwMTYwMDhmOWRkYTYxYjk0MzA2ZWEwNTc5ZjgyZDkyNzg0OWE2ZjA5ZDU4Mg,,01180514,"Textiles, Apparel & Luxury Goods",United Kingdom,false,true,false,false,2015-2016
7991,Pandora A/S,true,38247,https://pandoragroup.com/-/media/files/policies/pandora-2018-transparency-in-supply-chains-statement.pdf,,"","Textiles, Apparel & Luxury Goods",Denmark,false,true,true,false,2018
7991,Pandora A/S,true,38246,https://pandoragroup.com/-/media/files/policies/pandora-2017-transparency-in-supply-chains-statement_final.pdf,,"","Textiles, Apparel & Luxury Goods",Denmark,false,true,true,false,2017
7991,Pandora A/S,true,38245,https://pandoragroup.com/-/media/files/policies/combined-ca-and-uk-transparency-statements-2017.pdf,,"","Textiles, Apparel & Luxury Goods",Denmark,false,true,true,false,2016
7991,Pandora A/S,true,9819,https://estore-us.pandora.net/on/demandware.static/-/Sites-en-US-Library/default/dwa59f1e00/document/TransparencyinSupplyChainsStatement.pdf,,"","Textiles, Apparel & Luxury Goods",Denmark,false,true,true,false,2015
8017,Perry Ellis Europe Limited,true,26008,https://www.farah.co.uk/on/demandware.static/-/Sites-farah-Library/en_GB/v1523440956314/files/modern-slavery-act.pdf,,00981294,"Textiles, Apparel & Luxury Goods",United Kingdom,false,true,false,false,2016-2017
8017,Perry Ellis Europe Limited,true,9845,https://www.originalpenguin.co.uk/modern-slavery-act.html,,00981294,"Textiles, Apparel & Luxury Goods",United Kingdom,false,true,false,false,2015-2016
8020,Phase Eight (Fashion & Designs) Limited,true,33801,https://phaseeight.btxmedia.com/pws/client/images/2019/pdf/footer/Modern-Slavery-Act.pdf,,01735454,"Textiles, Apparel & Luxury Goods",United Kingdom,false,true,false,false,2018-2019
8020,Phase Eight (Fashion & Designs) Limited,true,27083,https://www.phase-eight.com/fcp/content/modern-slavery-act/content,,01735454,"Textiles, Apparel & Luxury Goods",United Kingdom,false,true,false,false,2017-2018
8020,Phase Eight (Fashion & Designs) Limited,true,9848,http://www.phase-eight.com/fcp/content/modern-slavery-act/content,,01735454,"Textiles, Apparel & Luxury Goods",United Kingdom,false,true,false,false,2015-2016
8064,Quantum Clothing Group Ltd,true,9892,http://www.quantumclothing.com/modern-slavery/,,00001812,"Textiles, Apparel & Luxury Goods",United Kingdom,false,true,false,false,2015-2016
8069,Radley + Co Ltd,true,9897,https://www.radley.co.uk/media/wysiwyg/downloads/uk-slavery-act-compliance.pdf,,02573819,"Textiles, Apparel & Luxury Goods",United Kingdom,false,true,false,false,2015-2016
23042,Radley Retail Ltd,false,9897,https://www.radley.co.uk/media/wysiwyg/downloads/uk-slavery-act-compliance.pdf,,,Industry unknown,Country unknown,true,true,false,false,2015-2016
8154,Scottish Leather Group Limited,true,27600,http://www.scottishleathergroup.com/About-SLG/Governance.aspx,,SC042020,"Textiles, Apparel & Luxury Goods",United Kingdom,false,true,false,false,2016-2017
8154,Scottish Leather Group Limited,true,9982,http://www.scottishleathergroup.com/ScottishLeatherGroup/Governance.aspx,,SC042020,"Textiles, Apparel & Luxury Goods",United Kingdom,false,true,false,false,2015-2016
8285,Swarovski Group,true,10113,http://www.swarovskigroup.com/S/home/act/California_Supply_Chain_Act.en.html,,,"Textiles, Apparel & Luxury Goods",Austria,false,true,false,false,2015-2016
8448,Welspun Home Textiles UK Ltd. ,true,10276,https://www.christy.co.uk/modern-slavery-act,,05852727,"Textiles, Apparel & Luxury Goods",United Kingdom,false,true,false,false,2015-2016
8461,Whistles Limited,true,34072,https://www.whistles.com/on/demandware.static/-/Library-Sites-Whistles-SharedLibrary/default/vdb6647bacee991ac730698bbb148b397878dd888/images/2019%20NEW%20UPDATED%20Whistles%20Modern%20Slavery%20Act%20Transparency%20Statement.pdf,,01514754,"Textiles, Apparel & Luxury Goods",United Kingdom,false,true,false,false,2018-2019
8461,Whistles Limited,true,26943,https://www.whistles.com/on/demandware.static/-/Sites-whistles-Library/default/dwf859cef3/images/Whistles%20Modern%20Slavery%20Act%20Transparency%20Statement.pdf,,01514754,"Textiles, Apparel & Luxury Goods",United Kingdom,false,true,false,false,2017-2018
8461,Whistles Limited,true,10289,http://demandware.edgesuite.net/aaqb_prd/on/demandware.static/-/Sites-whistles-Library/default/dw5fbdc968/images/ModernSlaveryActStatement_Whistles_2017.pdf,,01514754,"Textiles, Apparel & Luxury Goods",United Kingdom,false,true,false,false,2016-2017
8640,Seasalt Limited,true,12294,https://d23x084dcxncv3.cloudfront.net/seasalt/monthly_updates/2017_09/6ef2a7b6.SlaveryStatement_Sept2017%20-%20Steph.pdf/SlaveryStatement_Sept2017%20-%20Steph.pdf,,02259954,"Textiles, Apparel & Luxury Goods",United Kingdom,false,true,false,false,2016-2017
8640,Seasalt Limited,true,25857,https://www.seasaltcornwall.co.uk/assets/+v:0ff108/static_pages/our_standards/SlaveryStatement_Sept2015.pdf,,02259954,"Textiles, Apparel & Luxury Goods",United Kingdom,false,true,false,false,2015-2016
8656,Ted Baker Plc,true,34237,http://www.tedbakerplc.com/teds-responsibilities/supply-chain-transparency-and-modern-slavery-statement,,03393836,"Textiles, Apparel & Luxury Goods",United Kingdom,false,true,true,false,2018
8656,Ted Baker Plc,true,26987,http://www.tedbakerplc.com/teds-responsibilities/supply-chain-transparency-and-modern-slavery-statement,,03393836,"Textiles, Apparel & Luxury Goods",United Kingdom,false,true,true,false,2017
24366,No Ordinary Designer Label Limited,false,26987,http://www.tedbakerplc.com/teds-responsibilities/supply-chain-transparency-and-modern-slavery-statement,,02509755,Industry unknown,Country unknown,true,true,true,false,2017
8656,Ted Baker Plc,true,10484,http://www.tedbakerplc.com/teds-responsibilities/supply-chain-transparency-and-modern-slavery-statement,,03393836,"Textiles, Apparel & Luxury Goods",United Kingdom,false,true,true,false,2016
8691,VF Corporation,true,27810,https://www.vfc.com/modern-slavery-act-disclosure-statement,,,"Textiles, Apparel & Luxury Goods",United States,false,true,false,false,2017
8691,VF Corporation,true,27816,https://www.vfc.com/california-transparency-in-supply-chains-act,,,"Textiles, Apparel & Luxury Goods",United States,false,false,true,false,2016
8691,VF Corporation,true,10508,http://www.vfc.com/modern-slavery-act-disclosure-statement,,,"Textiles, Apparel & Luxury Goods",United States,false,true,false,false,2016
8839,Ruia Group Ltd.,true,10655,https://ruia.co.uk/modern-slavery-act-statement/,,02858400,"Textiles, Apparel & Luxury Goods",United Kingdom,false,true,false,false,2015-2016
8856,HUGO BOSS  AG,true,33768,https://group.hugoboss.com/fileadmin/media/pdf/sustainability/UK_MSA_STATEMENT_2019.pdf,,,"Textiles, Apparel & Luxury Goods",Germany,false,true,false,false,2019
27257,HUGO BOSS UK Limited,false,33768,https://group.hugoboss.com/fileadmin/media/pdf/sustainability/UK_MSA_STATEMENT_2019.pdf,,,"Textiles, Apparel & Luxury Goods",United Kingdom,true,true,false,false,2019
8856,HUGO BOSS  AG,true,30777,https://group.hugoboss.com/files/user_upload/Nachhaltigkeit/Partner/HUGO_BOSS_Modern_Slavery_Human_Trafficking_Statement_2018.pdf,,,"Textiles, Apparel & Luxury Goods",Germany,false,true,false,false,2018
8856,HUGO BOSS  AG,true,30778,https://www.hugoboss.com/us/customer-service/ca-supply-chain-disclosure.html/ca-supply-chain-disclosure/ca-supply-chain-disclosure.html#ankerCustomerServices,,,"Textiles, Apparel & Luxury Goods",Germany,false,false,true,false,2017
8856,HUGO BOSS  AG,true,10673,https://group.hugoboss.com/files/user_upload/Nachhaltigkeit/Partner/HUGO_BOSS_Slavery__Human_Trafficking_Statement_2017.pdf,,,"Textiles, Apparel & Luxury Goods",Germany,false,true,false,false,2017
8885,Levi Strauss & Co.,true,32914,https://www.levistrauss.com/wp-content/uploads/2014/01/CaliforniaTransparency-in-Supply-Chains-Act.pdf,,,"Textiles, Apparel & Luxury Goods",United States,false,false,true,false,2016
8885,Levi Strauss & Co.,true,10702,http://global.levi.com/forms/EU/GB/UK_Slavery_Act_Statement.pdf,,,"Textiles, Apparel & Luxury Goods",United States,false,true,false,false,2015-2016
9107,IC Group A/S,true,32110,http://1ij5r73z81m72a9uqy1agofi.wpengine.netdna-cdn.com/wp-content/uploads/Transparency_in_Supply_Chains_Statement_2017.pdf,,,"Textiles, Apparel & Luxury Goods",Denmark,false,true,false,false,2016-2017
9107,IC Group A/S,true,10931,http://1ij5r73z81m72a9uqy1agofi.wpengine.netdna-cdn.com/wp-content/uploads/Transparency_in_Supply_Chains_Statement_2016.pdf,,,"Textiles, Apparel & Luxury Goods",Denmark,false,true,false,false,2015-2016
9143,Pentland Brands Ltd,true,35939,https://pentlandbrands.com/wp-content/uploads/2019/05/Modern-Slavery-Report-2018.pdf,,09820760,"Textiles, Apparel & Luxury Goods",United Kingdom,false,true,false,false,2017-2018
29773,Airborne Footwear Limited,false,35939,https://pentlandbrands.com/wp-content/uploads/2019/05/Modern-Slavery-Report-2018.pdf,,01910146,"Textiles, Apparel & Luxury Goods",United Kingdom,true,true,false,false,2017-2018
29770,Berghaus Limited,false,35939,https://pentlandbrands.com/wp-content/uploads/2019/05/Modern-Slavery-Report-2018.pdf,,00871405,"Textiles, Apparel & Luxury Goods",United Kingdom,true,true,false,false,2017-2018
29771,Boxfresh International Ltd,false,35939,https://pentlandbrands.com/wp-content/uploads/2019/05/Modern-Slavery-Report-2018.pdf,,05564730,"Textiles, Apparel & Luxury Goods",United Kingdom,true,true,false,false,2017-2018
24523,Canterbury of New Zealand Limited,false,35939,https://pentlandbrands.com/wp-content/uploads/2019/05/Modern-Slavery-Report-2018.pdf,,06931046,"Textiles, Apparel & Luxury Goods",United Kingdom,true,true,false,false,2017-2018
29776,Ellesse Limited,false,35939,https://pentlandbrands.com/wp-content/uploads/2019/05/Modern-Slavery-Report-2018.pdf,,02081721,"Textiles, Apparel & Luxury Goods",United Kingdom,true,true,false,false,2017-2018
29772,Endura Limited,false,35939,https://pentlandbrands.com/wp-content/uploads/2019/05/Modern-Slavery-Report-2018.pdf,,SC128821,"Textiles, Apparel & Luxury Goods",United Kingdom,true,true,false,false,2017-2018
29774,Mitre Sports International Ltd,false,35939,https://pentlandbrands.com/wp-content/uploads/2019/05/Modern-Slavery-Report-2018.pdf,,2688851,"Textiles, Apparel & Luxury Goods",United Kingdom,true,true,false,false,2017-2018
29775,Red or Dead Limited,false,35939,https://pentlandbrands.com/wp-content/uploads/2019/05/Modern-Slavery-Report-2018.pdf,,3208653,"Textiles, Apparel & Luxury Goods",United Kingdom,true,true,false,false,2017-2018
9143,Pentland Brands Ltd,true,27396,http://www.pentland.com/downloads/modern-slavery/Pentland-Modern-Slavery-Report-2018.pdf,,09820760,"Textiles, Apparel & Luxury Goods",United Kingdom,false,true,false,false,2016-2017
24523,Canterbury of New Zealand Limited,false,27396,http://www.pentland.com/downloads/modern-slavery/Pentland-Modern-Slavery-Report-2018.pdf,,06931046,"Textiles, Apparel & Luxury Goods",United Kingdom,true,true,false,false,2016-2017
24524,Speedo International Limited,false,27396,http://www.pentland.com/downloads/modern-slavery/Pentland-Modern-Slavery-Report-2018.pdf,,,Industry unknown,Country unknown,true,true,false,false,2016-2017
9143,Pentland Brands Ltd,true,10967,http://www.pentland.com/downloads/modern-slavery/Pentland-Modern-Slavery-Report.pdf,,09820760,"Textiles, Apparel & Luxury Goods",United Kingdom,false,true,false,false,2015-2016
9208,Regatta Ltd,true,34273,https://www.regatta.com/modern-slavery-statement/,,01063450,"Textiles, Apparel & Luxury Goods",United Kingdom,false,true,false,false,2017-2018
17180,Craghoppers Ltd.,false,34273,https://www.regatta.com/modern-slavery-statement/,,03057810,"Textiles, Apparel & Luxury Goods",United Kingdom,true,true,false,false,2017-2018
27803,Dare2b Retail Limited,false,34273,https://www.regatta.com/modern-slavery-statement/,,,"Textiles, Apparel & Luxury Goods",United Kingdom,true,true,false,false,2017-2018
23338,Hawkshead,false,34273,https://www.regatta.com/modern-slavery-statement/,,,Industry unknown,Country unknown,true,true,false,false,2017-2018
23335,Regatta Great Outdoors,false,34273,https://www.regatta.com/modern-slavery-statement/,,,Industry unknown,Country unknown,true,true,false,false,2017-2018
23339,The Countryside Trading Company Ltd,false,34273,https://www.regatta.com/modern-slavery-statement/,,,Specialty Retail,United Kingdom,true,true,false,false,2017-2018
9208,Regatta Ltd,true,11033,https://cdn.regattaoutlet.co.uk/attachments/The%20Regatta%20Group%20-%20Modern%20Slavery%20Statement.pdf,,01063450,"Textiles, Apparel & Luxury Goods",United Kingdom,false,true,false,false,2016-2017
17180,Craghoppers Ltd.,false,11033,https://cdn.regattaoutlet.co.uk/attachments/The%20Regatta%20Group%20-%20Modern%20Slavery%20Statement.pdf,,03057810,"Textiles, Apparel & Luxury Goods",United Kingdom,true,true,false,false,2016-2017
23336,D2B,false,11033,https://cdn.regattaoutlet.co.uk/attachments/The%20Regatta%20Group%20-%20Modern%20Slavery%20Statement.pdf,,,Industry unknown,Country unknown,true,true,false,false,2016-2017
23338,Hawkshead,false,11033,https://cdn.regattaoutlet.co.uk/attachments/The%20Regatta%20Group%20-%20Modern%20Slavery%20Statement.pdf,,,Industry unknown,Country unknown,true,true,false,false,2016-2017
23335,Regatta Great Outdoors,false,11033,https://cdn.regattaoutlet.co.uk/attachments/The%20Regatta%20Group%20-%20Modern%20Slavery%20Statement.pdf,,,Industry unknown,Country unknown,true,true,false,false,2016-2017
23339,The Countryside Trading Company Ltd,false,11033,https://cdn.regattaoutlet.co.uk/attachments/The%20Regatta%20Group%20-%20Modern%20Slavery%20Statement.pdf,,,Specialty Retail,United Kingdom,true,true,false,false,2016-2017
9215,Nilörngruppen AB,true,11042,http://www.nilorn.com/sites/default/files/Nilorngruppen%20Modern%20Slavery%20Human%20Trafficking%20Statement%2020170630.pdf,,,"Textiles, Apparel & Luxury Goods",Sweden,false,true,false,false,2015-2016
9309,Thomas Pink Ltd,true,11133,https://www.thomaspink.com/content/modernslaverystatement,,01995666,"Textiles, Apparel & Luxury Goods",United Kingdom,false,true,false,false,2016
9341,"Shurtape Technologies Manufacturing (STM) Industries, Inc.",true,11165,https://www.shurtape.com/california-transparency-supply-chains-act-and-uk-modern-slavery-act-statement,,,"Textiles, Apparel & Luxury Goods",United States,false,true,true,false,2015-2016
9359,Puma SE,true,37114,https://about.puma.com/-/media/files/pdf/sustainability/social/puma_modern_slavery_statement_2017.ashx,,,"Textiles, Apparel & Luxury Goods",Germany,false,true,false,false,2017
